tanggal,bulan,nama_kategori,pengeluaran/pemasukan,tipe,saldo_awal,jumlah,sisa_saldo,Status,label_kategori,status_label
2024-06-16 16:48:00,6,0,Alat Mandi,1,1754298507,357120,1753941387,0,Kebutuhan,Hemat
2024-06-16 18:36:00,6,2,Tabungan Nikah,1,1753941387,3105412,1750835975,0,Tabungan,Hemat
2024-06-16 20:24:00,6,0,Uang Saku Orang Tua,0,1750835975,9985292,1760821267,1,Kebutuhan,Normal
2024-06-16 22:12:00,6,0,Hasil Jual Preloved,0,1760821267,4675605,1765496872,1,Kebutuhan,Normal
2024-06-17 00:00:00,6,1,Sepatu Sneakers,1,1765496872,1697495,1763799377,0,Keinginan,Hemat
2024-06-17 01:48:00,6,0,Dividen Saham,0,1763799377,12067459,1775866836,1,Kebutuhan,Normal
2024-06-17 03:36:00,6,1,Steam Wallet,1,1775866836,1488546,1774378290,0,Keinginan,Hemat
2024-06-17 05:24:00,6,0,Peralatan Dapur,1,1774378290,36129,1774342161,0,Kebutuhan,Hemat
2024-06-17 07:12:00,6,0,Peralatan Dapur,1,1774342161,363406,1773978755,0,Kebutuhan,Hemat
2024-06-17 09:00:00,6,2,Tabungan Beli Rumah,1,1773978755,4943139,1769035616,0,Tabungan,Hemat
2024-06-17 10:48:00,6,0,Indihome/Wifi,1,1769035616,230505,1768805111,0,Kebutuhan,Hemat
2024-06-17 12:36:00,6,0,Skincare Dasar,1,1768805111,6509,1768798602,0,Kebutuhan,Hemat
2024-06-17 14:24:00,6,2,Deposito Bank,1,1768798602,2447109,1766351493,0,Tabungan,Hemat
2024-06-17 16:12:00,6,0,Sewa Kos,1,1766351493,21405,1766330088,0,Kebutuhan,Hemat
2024-06-17 18:00:00,6,0,Uang Saku Orang Tua,0,1766330088,18958665,1785288753,1,Kebutuhan,Normal
2024-06-17 19:48:00,6,0,Service Motor,1,1785288753,34670,1785254083,0,Kebutuhan,Hemat
2024-06-17 21:36:00,6,1,Aksesoris Hp,1,1785254083,2635875,1782618208,0,Keinginan,Hemat
2024-06-17 23:24:00,6,0,Air Galon,1,1782618208,387434,1782230774,0,Kebutuhan,Hemat
2024-06-18 01:12:00,6,1,Netflix Bulanan,1,1782230774,105296,1782125478,0,Keinginan,Hemat
2024-06-18 03:00:00,6,2,Tabungan Haji,1,1782125478,1225886,1780899592,0,Tabungan,Hemat
2024-06-18 04:48:00,6,0,Peralatan Dapur,1,1780899592,279386,1780620206,0,Kebutuhan,Hemat
2024-06-18 06:36:00,6,0,Cashback E-Wallet,0,1780620206,16354565,1796974771,1,Kebutuhan,Normal
2024-06-18 08:24:00,6,0,Hasil Jual Preloved,0,1796974771,11210505,1808185276,1,Kebutuhan,Normal
2024-06-18 10:12:00,6,0,Peralatan Dapur,1,1808185276,177399,1808007877,0,Kebutuhan,Hemat
2024-06-18 12:00:00,6,1,Aksesoris Hp,1,1808007877,2313072,1805694805,0,Keinginan,Hemat
2024-06-18 13:48:00,6,0,Bonus Akhir Tahun,0,1805694805,9437853,1815132658,1,Kebutuhan,Normal
2024-06-18 15:36:00,6,1,Hobi Tanaman,1,1815132658,2798244,1812334414,0,Keinginan,Hemat
2024-06-18 17:24:00,6,1,Action Figure,1,1812334414,1125309,1811209105,0,Keinginan,Hemat
2024-06-18 19:12:00,6,0,Obat/Vitamin,1,1811209105,37515,1811171590,0,Kebutuhan,Hemat
2024-06-18 21:00:00,6,0,Bensin Pertamax,1,1811171590,233492,1810938098,0,Kebutuhan,Hemat
2024-06-18 22:48:00,6,2,Tabungan Haji,1,1810938098,2561520,1808376578,0,Tabungan,Hemat
2024-06-19 00:36:00,6,0,Obat/Vitamin,1,1808376578,302915,1808073663,0,Kebutuhan,Hemat
2024-06-19 02:24:00,6,1,Sepatu Sneakers,1,1808073663,181694,1807891969,0,Keinginan,Hemat
2024-06-19 04:12:00,6,0,Iuran Sampah,1,1807891969,335759,1807556210,0,Kebutuhan,Hemat
2024-06-19 06:00:00,6,1,Sepatu Sneakers,1,1807556210,2682428,1804873782,0,Keinginan,Hemat
2024-06-19 07:48:00,6,1,Peralatan Camping,1,1804873782,1310456,1803563326,0,Keinginan,Hemat
2024-06-19 09:36:00,6,1,Tiket Pesawat Liburan,1,1803563326,2133891,1801429435,0,Keinginan,Hemat
2024-06-19 11:24:00,6,0,Tiket Krl,1,1801429435,110738,1801318697,0,Kebutuhan,Hemat
2024-06-19 13:12:00,6,0,Bensin Pertamax,1,1801318697,352711,1800965986,0,Kebutuhan,Hemat
2024-06-19 15:00:00,6,0,Bensin Pertamax,1,1800965986,33992,1800931994,0,Kebutuhan,Hemat
2024-06-19 16:48:00,6,2,Emas Digital,1,1800931994,3452723,1797479271,0,Tabungan,Hemat
2024-06-19 18:36:00,6,2,P2P Lending,1,1797479271,3471883,1794007388,0,Tabungan,Hemat
2024-06-19 20:24:00,6,0,Makan Warteg,1,1794007388,332465,1793674923,0,Kebutuhan,Hemat
2024-06-19 22:12:00,6,0,Makan Warteg,1,1793674923,10002,1793664921,0,Kebutuhan,Hemat
2024-06-20 00:00:00,6,0,Ganti Oli,1,1793664921,342054,1793322867,0,Kebutuhan,Hemat
2024-06-20 01:48:00,6,0,Bensin Pertamax,1,1793322867,54836,1793268031,0,Kebutuhan,Hemat
2024-06-20 03:36:00,6,0,Skincare Dasar,1,1793268031,307042,1792960989,0,Kebutuhan,Hemat
2024-06-20 05:24:00,6,2,Deposito Bank,1,1792960989,2980362,1789980627,0,Tabungan,Hemat
2024-06-20 07:12:00,6,0,Pulsa Data,1,1789980627,378211,1789602416,0,Kebutuhan,Hemat
2024-06-20 09:00:00,6,0,Hasil Jual Preloved,0,1789602416,5144038,1794746454,1,Kebutuhan,Normal
2024-06-20 10:48:00,6,0,Pulsa Data,1,1794746454,231836,1794514618,0,Kebutuhan,Hemat
2024-06-20 12:36:00,6,0,Parkir Harian,1,1794514618,135339,1794379279,0,Kebutuhan,Hemat
2024-06-20 14:24:00,6,0,Dividen Saham,0,1794379279,4543740,1798923019,1,Kebutuhan,Normal
2024-06-20 16:12:00,6,0,Sewa Kos,1,1798923019,228895,1798694124,0,Kebutuhan,Hemat
2024-06-20 18:00:00,6,0,Parkir Harian,1,1798694124,365734,1798328390,0,Kebutuhan,Hemat
2024-06-20 19:48:00,6,0,Air Galon,1,1798328390,22421,1798305969,0,Kebutuhan,Hemat
2024-06-20 21:36:00,6,0,Parkir Harian,1,1798305969,302873,1798003096,0,Kebutuhan,Hemat
2024-06-20 23:24:00,6,1,Netflix Bulanan,1,1798003096,400577,1797602519,0,Keinginan,Hemat
2024-06-21 01:12:00,6,0,Sewa Kos,1,1797602519,360697,1797241822,0,Kebutuhan,Hemat
2024-06-21 03:00:00,6,2,Tabungan Beli Rumah,1,1797241822,4527133,1792714689,0,Tabungan,Hemat
2024-06-21 04:48:00,6,0,Hasil Jual Preloved,0,1792714689,986904,1793701593,1,Kebutuhan,Normal
2024-06-21 06:36:00,6,0,Gaji Utama,0,1793701593,11595054,1805296647,1,Kebutuhan,Normal
2024-06-21 08:24:00,6,0,Fee Freelance,0,1805296647,19932682,1825229329,1,Kebutuhan,Normal
2024-06-21 10:12:00,6,1,Kopi Janji Jiwa,1,1825229329,2497402,1822731927,0,Keinginan,Hemat
2024-06-21 12:00:00,6,0,Makan Warteg,1,1822731927,390576,1822341351,0,Kebutuhan,Hemat
2024-06-21 13:48:00,6,1,Makan Cantik Cafe,1,1822341351,675244,1821666107,0,Keinginan,Hemat
2024-06-21 15:36:00,6,0,Uang Saku Orang Tua,0,1821666107,9967131,1831633238,1,Kebutuhan,Normal
2024-06-21 17:24:00,6,0,Uang Saku Orang Tua,0,1831633238,13410072,1845043310,1,Kebutuhan,Normal
2024-06-21 19:12:00,6,0,Skincare Dasar,1,1845043310,330451,1844712859,0,Kebutuhan,Hemat
2024-06-21 21:00:00,6,2,Tabungan Haji,1,1844712859,2747243,1841965616,0,Tabungan,Hemat
2024-06-21 22:48:00,6,2,Tabungan Haji,1,1841965616,4669512,1837296104,0,Tabungan,Hemat
2024-06-22 00:36:00,6,2,Tabungan Nikah,1,1837296104,301563,1836994541,0,Tabungan,Hemat
2024-06-22 02:24:00,6,0,Gaji Utama,0,1836994541,8692363,1845686904,1,Kebutuhan,Normal
2024-06-22 04:12:00,6,2,Tabungan Nikah,1,1845686904,1801701,1843885203,0,Tabungan,Hemat
2024-06-22 06:00:00,6,1,Keanggotaan Gym,1,1843885203,1449129,1842436074,0,Keinginan,Hemat
2024-06-22 07:48:00,6,0,Cashback E-Wallet,0,1842436074,17107765,1859543839,1,Kebutuhan,Normal
2024-06-22 09:36:00,6,2,Emas Digital,1,1859543839,510282,1859033557,0,Tabungan,Hemat
2024-06-22 11:24:00,6,0,Skincare Dasar,1,1859033557,101824,1858931733,0,Kebutuhan,Hemat
2024-06-22 13:12:00,6,0,Iuran Sampah,1,1858931733,26369,1858905364,0,Kebutuhan,Hemat
2024-06-22 15:00:00,6,1,Thrift Shopping,1,1858905364,2929274,1855976090,0,Keinginan,Hemat
2024-06-22 16:48:00,6,2,Crypto Bitcoin,1,1855976090,3211910,1852764180,0,Tabungan,Hemat
2024-06-22 18:36:00,6,0,Token Listrik,1,1852764180,171460,1852592720,0,Kebutuhan,Hemat
2024-06-22 20:24:00,6,0,Gas Lpg,1,1852592720,168503,1852424217,0,Kebutuhan,Hemat
2024-06-22 22:12:00,6,0,Bonus Akhir Tahun,0,1852424217,2337793,1854762010,1,Kebutuhan,Normal
2024-06-23 00:00:00,6,2,Tabungan Nikah,1,1854762010,1561711,1853200299,0,Tabungan,Hemat
2024-06-23 01:48:00,6,2,Deposito Bank,1,1853200299,1832415,1851367884,0,Tabungan,Hemat
2024-06-23 03:36:00,6,0,Perbaikan Genteng,1,1851367884,78851,1851289033,0,Kebutuhan,Hemat
2024-06-23 05:24:00,6,0,Token Listrik,1,1851289033,277950,1851011083,0,Kebutuhan,Hemat
2024-06-23 07:12:00,6,0,Fee Freelance,0,1851011083,1886683,1852897766,1,Kebutuhan,Normal
2024-06-23 09:00:00,6,0,Gaji Utama,0,1852897766,8111614,1861009380,1,Kebutuhan,Normal
2024-06-23 10:48:00,6,2,Tabungan Nikah,1,1861009380,2948732,1858060648,0,Tabungan,Hemat
2024-06-23 12:36:00,6,0,Asuransi Bpjs,1,1858060648,28801,1858031847,0,Kebutuhan,Hemat
2024-06-23 14:24:00,6,0,Uang Saku Orang Tua,0,1858031847,18494611,1876526458,1,Kebutuhan,Normal
2024-06-23 16:12:00,6,2,Emas Digital,1,1876526458,2030573,1874495885,0,Tabungan,Hemat
2024-06-23 18:00:00,6,2,Tabungan Haji,1,1874495885,202197,1874293688,0,Tabungan,Hemat
2024-06-23 19:48:00,6,0,Dividen Saham,0,1874293688,4173688,1878467376,1,Kebutuhan,Normal
2024-06-23 21:36:00,6,0,Token Listrik,1,1878467376,190074,1878277302,0,Kebutuhan,Hemat
2024-06-23 23:24:00,6,1,Aksesoris Hp,1,1878277302,2416185,1875861117,0,Keinginan,Hemat
2024-06-24 01:12:00,6,0,Ojek Online,1,1875861117,383782,1875477335,0,Kebutuhan,Hemat
2024-06-24 03:00:00,6,0,Pulsa Data,1,1875477335,316766,1875160569,0,Kebutuhan,Hemat
2024-06-24 04:48:00,6,2,Crypto Bitcoin,1,1875160569,2951681,1872208888,0,Tabungan,Hemat
2024-06-24 06:36:00,6,1,Tiket Konser,1,1872208888,2781318,1869427570,0,Keinginan,Hemat
2024-06-24 08:24:00,6,1,Donasi Streamer,1,1869427570,359337,1869068233,0,Keinginan,Hemat
2024-06-24 10:12:00,6,0,Hasil Jual Preloved,0,1869068233,13185871,1882254104,1,Kebutuhan,Normal
2024-06-24 12:00:00,6,1,Sepatu Sneakers,1,1882254104,826123,1881427981,0,Keinginan,Hemat
2024-06-24 13:48:00,6,0,Sewa Kos,1,1881427981,137603,1881290378,0,Kebutuhan,Hemat
2024-06-24 15:36:00,6,2,Tabungan Nikah,1,1881290378,3363993,1877926385,0,Tabungan,Hemat
2024-06-24 17:24:00,6,0,Makan Warteg,1,1877926385,344054,1877582331,0,Kebutuhan,Hemat
2024-06-24 19:12:00,6,2,Tabungan Dana Darurat,1,1877582331,3933899,1873648432,0,Tabungan,Hemat
2024-06-24 21:00:00,6,0,Token Listrik,1,1873648432,116341,1873532091,0,Kebutuhan,Hemat
2024-06-24 22:48:00,6,0,Service Motor,1,1873532091,69919,1873462172,0,Kebutuhan,Hemat
2024-06-25 00:36:00,6,1,Buku Novel,1,1873462172,2652741,1870809431,0,Keinginan,Hemat
2024-06-25 02:24:00,6,0,Asuransi Bpjs,1,1870809431,221766,1870587665,0,Kebutuhan,Hemat
2024-06-25 04:12:00,6,0,Skincare Dasar,1,1870587665,205594,1870382071,0,Kebutuhan,Hemat
2024-06-25 06:00:00,6,0,Cashback E-Wallet,0,1870382071,13869904,1884251975,1,Kebutuhan,Normal
2024-06-25 07:48:00,6,0,Belanja Sembako,1,1884251975,111675,1884140300,0,Kebutuhan,Hemat
2024-06-25 09:36:00,6,0,Cashback E-Wallet,0,1884140300,4618666,1888758966,1,Kebutuhan,Normal
2024-06-25 11:24:00,6,1,Keanggotaan Gym,1,1888758966,2531654,1886227312,0,Keinginan,Hemat
2024-06-25 13:12:00,6,1,Kopi Janji Jiwa,1,1886227312,2339635,1883887677,0,Keinginan,Hemat
2024-06-25 15:00:00,6,0,Air Galon,1,1883887677,179811,1883707866,0,Kebutuhan,Hemat
2024-06-25 16:48:00,6,2,Saham Bluechip,1,1883707866,2384048,1881323818,0,Tabungan,Hemat
2024-06-25 18:36:00,6,1,Tiket Pesawat Liburan,1,1881323818,1756306,1879567512,0,Keinginan,Hemat
2024-06-25 20:24:00,6,0,Hasil Jual Preloved,0,1879567512,923512,1880491024,1,Kebutuhan,Normal
2024-06-25 22:12:00,6,1,Keanggotaan Gym,1,1880491024,1763992,1878727032,0,Keinginan,Hemat
2024-06-26 00:00:00,6,1,Action Figure,1,1878727032,2468845,1876258187,0,Keinginan,Hemat
2024-06-26 01:48:00,6,2,Saham Bluechip,1,1876258187,4943277,1871314910,0,Tabungan,Hemat
2024-06-26 03:36:00,6,1,Steak House,1,1871314910,1266165,1870048745,0,Keinginan,Hemat
2024-06-26 05:24:00,6,0,Indihome/Wifi,1,1870048745,349703,1869699042,0,Kebutuhan,Hemat
2024-06-26 07:12:00,6,0,Bonus Akhir Tahun,0,1869699042,17003625,1886702667,1,Kebutuhan,Normal
2024-06-26 09:00:00,6,0,Skincare Dasar,1,1886702667,183495,1886519172,0,Kebutuhan,Hemat
2024-06-26 10:48:00,6,1,Buku Novel,1,1886519172,2713954,1883805218,0,Keinginan,Hemat
2024-06-26 12:36:00,6,0,Hasil Jual Preloved,0,1883805218,2561126,1886366344,1,Kebutuhan,Normal
2024-06-26 14:24:00,6,0,Tiket Krl,1,1886366344,360230,1886006114,0,Kebutuhan,Hemat
2024-06-26 16:12:00,6,0,Tiket Krl,1,1886006114,181466,1885824648,0,Kebutuhan,Hemat
2024-06-26 18:00:00,6,0,Makan Warteg,1,1885824648,116371,1885708277,0,Kebutuhan,Hemat
2024-06-26 19:48:00,6,1,Thrift Shopping,1,1885708277,575314,1885132963,0,Keinginan,Hemat
2024-06-26 21:36:00,6,2,Reksa Dana Pasar Uang,1,1885132963,4375953,1880757010,0,Tabungan,Hemat
2024-06-26 23:24:00,6,0,Fee Freelance,0,1880757010,5409585,1886166595,1,Kebutuhan,Normal
2024-06-27 01:12:00,6,0,Token Listrik,1,1886166595,332938,1885833657,0,Kebutuhan,Hemat
2024-06-27 03:00:00,6,2,Tabungan Nikah,1,1885833657,4732247,1881101410,0,Tabungan,Hemat
2024-06-27 04:48:00,6,0,Indihome/Wifi,1,1881101410,45257,1881056153,0,Kebutuhan,Hemat
2024-06-27 06:36:00,6,0,Makan Warteg,1,1881056153,20940,1881035213,0,Kebutuhan,Hemat
2024-06-27 08:24:00,6,1,Tiket Konser,1,1881035213,982281,1880052932,0,Keinginan,Hemat
2024-06-27 10:12:00,6,0,Gaji Utama,0,1880052932,4612867,1884665799,1,Kebutuhan,Normal
2024-06-27 12:00:00,6,1,Youtube Premium,1,1884665799,2055166,1882610633,0,Keinginan,Hemat
2024-06-27 13:48:00,6,1,Top-Up Mlbb,1,1882610633,2277142,1880333491,0,Keinginan,Hemat
2024-06-27 15:36:00,6,1,Peralatan Camping,1,1880333491,782641,1879550850,0,Keinginan,Hemat
2024-06-27 17:24:00,6,0,Perbaikan Genteng,1,1879550850,68551,1879482299,0,Kebutuhan,Hemat
2024-06-27 19:12:00,6,0,Cashback E-Wallet,0,1879482299,6757273,1886239572,1,Kebutuhan,Normal
2024-06-27 21:00:00,6,0,Token Listrik,1,1886239572,203548,1886036024,0,Kebutuhan,Hemat
2024-06-27 22:48:00,6,1,Action Figure,1,1886036024,2453913,1883582111,0,Keinginan,Hemat
2024-06-28 00:36:00,6,1,Buku Novel,1,1883582111,307946,1883274165,0,Keinginan,Hemat
2024-06-28 02:24:00,6,2,P2P Lending,1,1883274165,2264937,1881009228,0,Tabungan,Hemat
2024-06-28 04:12:00,6,0,Sewa Kos,1,1881009228,5090,1881004138,0,Kebutuhan,Hemat
2024-06-28 06:00:00,6,1,Steak House,1,1881004138,2462316,1878541822,0,Keinginan,Hemat
2024-06-28 07:48:00,6,2,Deposito Bank,1,1878541822,3153258,1875388564,0,Tabungan,Hemat
2024-06-28 09:36:00,6,1,Skin Hero,1,1875388564,187919,1875200645,0,Keinginan,Hemat
2024-06-28 11:24:00,6,0,Gaji Utama,0,1875200645,1366595,1876567240,1,Kebutuhan,Normal
2024-06-28 13:12:00,6,2,Tabungan Haji,1,1876567240,864494,1875702746,0,Tabungan,Hemat
2024-06-28 15:00:00,6,0,Fee Freelance,0,1875702746,4342188,1880044934,1,Kebutuhan,Normal
2024-06-28 16:48:00,6,0,Skincare Dasar,1,1880044934,205976,1879838958,0,Kebutuhan,Hemat
2024-06-28 18:36:00,6,0,Hasil Jual Preloved,0,1879838958,8601891,1888440849,1,Kebutuhan,Normal
2024-06-28 20:24:00,6,2,P2P Lending,1,1888440849,3728965,1884711884,0,Tabungan,Hemat
2024-06-28 22:12:00,6,2,Crypto Bitcoin,1,1884711884,2685978,1882025906,0,Tabungan,Hemat
2024-06-29 00:00:00,6,0,Belanja Sayur,1,1882025906,61051,1881964855,0,Kebutuhan,Hemat
2024-06-29 01:48:00,6,2,Emas Digital,1,1881964855,822383,1881142472,0,Tabungan,Hemat
2024-06-29 03:36:00,6,0,Uang Saku Orang Tua,0,1881142472,4482771,1885625243,1,Kebutuhan,Normal
2024-06-29 05:24:00,6,0,Laundry,1,1885625243,372782,1885252461,0,Kebutuhan,Hemat
2024-06-29 07:12:00,6,0,Cashback E-Wallet,0,1885252461,9947757,1895200218,1,Kebutuhan,Normal
2024-06-29 09:00:00,6,2,Saham Bluechip,1,1895200218,630419,1894569799,0,Tabungan,Hemat
2024-06-29 10:48:00,6,0,Gaji Utama,0,1894569799,1451095,1896020894,1,Kebutuhan,Normal
2024-06-29 12:36:00,6,0,Hasil Jual Preloved,0,1896020894,10972961,1906993855,1,Kebutuhan,Normal
2024-06-29 14:24:00,6,0,Dividen Saham,0,1906993855,4227840,1911221695,1,Kebutuhan,Normal
2024-06-29 16:12:00,6,1,Spotify Premium,1,1911221695,1299692,1909922003,0,Keinginan,Hemat
2024-06-29 18:00:00,6,0,Pulsa Data,1,1909922003,58384,1909863619,0,Kebutuhan,Hemat
2024-06-29 19:48:00,6,1,Peralatan Camping,1,1909863619,2582968,1907280651,0,Keinginan,Hemat
2024-06-29 21:36:00,6,0,Asuransi Bpjs,1,1907280651,307238,1906973413,0,Kebutuhan,Hemat
2024-06-29 23:24:00,6,0,Peralatan Dapur,1,1906973413,182038,1906791375,0,Kebutuhan,Hemat
2024-06-30 01:12:00,6,0,Skincare Dasar,1,1906791375,231234,1906560141,0,Kebutuhan,Hemat
2024-06-30 03:00:00,6,0,Bonus Akhir Tahun,0,1906560141,9347098,1915907239,1,Kebutuhan,Normal
2024-06-30 04:48:00,6,0,Skincare Dasar,1,1915907239,31555,1915875684,0,Kebutuhan,Hemat
2024-06-30 06:36:00,6,1,Youtube Premium,1,1915875684,2991097,1912884587,0,Keinginan,Hemat
2024-06-30 08:24:00,6,1,Spotify Premium,1,1912884587,2656611,1910227976,0,Keinginan,Hemat
2024-06-30 10:12:00,6,0,Fee Freelance,0,1910227976,10979425,1921207401,1,Kebutuhan,Normal
2024-06-30 12:00:00,6,1,Tiket Konser,1,1921207401,1677101,1919530300,0,Keinginan,Hemat
2024-06-30 13:48:00,6,0,Iuran Sampah,1,1919530300,373777,1919156523,0,Kebutuhan,Hemat
2024-06-30 15:36:00,6,2,Tabungan Dana Darurat,1,1919156523,1831349,1917325174,0,Tabungan,Hemat
2024-06-30 17:24:00,6,1,Netflix Bulanan,1,1917325174,2425698,1914899476,0,Keinginan,Hemat
2024-06-30 19:12:00,6,0,Pulsa Data,1,1914899476,394824,1914504652,0,Kebutuhan,Hemat
2024-06-30 21:00:00,6,0,Tiket Krl,1,1914504652,278784,1914225868,0,Kebutuhan,Hemat
2024-06-30 22:48:00,6,0,Uang Saku Orang Tua,0,1914225868,6801218,1921027086,1,Kebutuhan,Normal
2024-07-01 00:36:00,7,0,Makan Warteg,1,1923573084,106199,1923466885,0,Kebutuhan,Hemat
2024-07-01 02:24:00,7,0,Gaji Utama,0,1923466885,10863494,1934330379,1,Kebutuhan,Normal
2024-07-01 04:12:00,7,1,Sepatu Sneakers,1,1934330379,2761506,1931568873,0,Keinginan,Hemat
2024-07-01 06:00:00,7,0,Skincare Dasar,1,1931568873,302890,1931265983,0,Kebutuhan,Hemat
2024-07-01 07:48:00,7,0,Fee Freelance,0,1931265983,14984441,1946250424,1,Kebutuhan,Normal
2024-07-01 09:36:00,7,0,Skincare Dasar,1,1946250424,73496,1946176928,0,Kebutuhan,Hemat
2024-07-01 11:24:00,7,0,Belanja Sayur,1,1946176928,133542,1946043386,0,Kebutuhan,Hemat
2024-07-01 13:12:00,7,0,Makan Warteg,1,1946043386,364977,1945678409,0,Kebutuhan,Hemat
2024-07-01 15:00:00,7,0,Insentif Projek,0,1945678409,5780537,1951458946,1,Kebutuhan,Normal
2024-07-01 16:48:00,7,2,Crypto Bitcoin,1,1951458946,687817,1950771129,0,Tabungan,Hemat
2024-07-01 18:36:00,7,0,Belanja Sembako,1,1950771129,40634,1950730495,0,Kebutuhan,Hemat
2024-07-01 20:24:00,7,1,Skin Hero,1,1950730495,1159845,1949570650,0,Keinginan,Hemat
2024-07-01 22:12:00,7,0,Cashback E-Wallet,0,1949570650,6898832,1956469482,1,Kebutuhan,Normal
2024-07-02 00:00:00,7,0,Peralatan Dapur,1,1956469482,88829,1956380653,0,Kebutuhan,Hemat
2024-07-02 01:48:00,7,0,Asuransi Bpjs,1,1956380653,129502,1956251151,0,Kebutuhan,Hemat
2024-07-02 03:36:00,7,0,Sewa Kos,1,1956251151,245777,1956005374,0,Kebutuhan,Hemat
2024-07-02 05:24:00,7,0,Ojek Online,1,1956005374,159229,1955846145,0,Kebutuhan,Hemat
2024-07-02 07:12:00,7,0,Belanja Sayur,1,1955846145,53703,1955792442,0,Kebutuhan,Hemat
2024-07-02 09:00:00,7,0,Bensin Pertalite,1,1955792442,350230,1955442212,0,Kebutuhan,Hemat
2024-07-02 10:48:00,7,0,Air Galon,1,1955442212,250111,1955192101,0,Kebutuhan,Hemat
2024-07-02 12:36:00,7,2,Deposito Bank,1,1955192101,469828,1954722273,0,Tabungan,Hemat
2024-07-02 14:24:00,7,0,Tiket Krl,1,1954722273,162825,1954559448,0,Kebutuhan,Hemat
2024-07-02 16:12:00,7,0,Indihome/Wifi,1,1954559448,140823,1954418625,0,Kebutuhan,Hemat
2024-07-02 18:00:00,7,0,Obat/Vitamin,1,1954418625,137169,1954281456,0,Kebutuhan,Hemat
2024-07-02 19:48:00,7,0,Service Motor,1,1954281456,324888,1953956568,0,Kebutuhan,Hemat
2024-07-02 21:36:00,7,1,Steam Wallet,1,1953956568,1343051,1952613517,0,Keinginan,Hemat
2024-07-02 23:24:00,7,0,Iuran Sampah,1,1952613517,211268,1952402249,0,Kebutuhan,Hemat
2024-07-03 01:12:00,7,1,Makan Cantik Cafe,1,1952402249,1986203,1950416046,0,Keinginan,Hemat
2024-07-03 03:00:00,7,0,Gas Lpg,1,1950416046,382588,1950033458,0,Kebutuhan,Hemat
2024-07-03 04:48:00,7,0,Uang Saku Orang Tua,0,1950033458,1122778,1951156236,1,Kebutuhan,Normal
2024-07-03 06:36:00,7,0,Gaji Utama,0,1951156236,2291784,1953448020,1,Kebutuhan,Normal
2024-07-03 08:24:00,7,1,Nasi Padang Premium,1,1953448020,2991032,1950456988,0,Keinginan,Hemat
2024-07-03 10:12:00,7,0,Cashback E-Wallet,0,1950456988,1984320,1952441308,1,Kebutuhan,Normal
2024-07-03 12:00:00,7,1,Youtube Premium,1,1952441308,2090957,1950350351,0,Keinginan,Hemat
2024-07-03 13:48:00,7,1,Netflix Bulanan,1,1950350351,2600667,1947749684,0,Keinginan,Hemat
2024-07-03 15:36:00,7,0,Bensin Pertalite,1,1947749684,398074,1947351610,0,Kebutuhan,Hemat
2024-07-03 17:24:00,7,1,Mixue/Boba,1,1947351610,1820518,1945531092,0,Keinginan,Hemat
2024-07-03 19:12:00,7,0,Hasil Jual Preloved,0,1945531092,12138627,1957669719,1,Kebutuhan,Normal
2024-07-03 21:00:00,7,0,Cashback E-Wallet,0,1957669719,12702988,1970372707,1,Kebutuhan,Normal
2024-07-03 22:48:00,7,2,P2P Lending,1,1970372707,4488835,1965883872,0,Tabungan,Hemat
2024-07-04 00:36:00,7,0,Obat/Vitamin,1,1965883872,83505,1965800367,0,Kebutuhan,Hemat
2024-07-04 02:24:00,7,0,Uang Saku Orang Tua,0,1965800367,665947,1966466314,1,Kebutuhan,Normal
2024-07-04 04:12:00,7,2,Reksa Dana Pasar Uang,1,1966466314,1423516,1965042798,0,Tabungan,Hemat
2024-07-04 06:00:00,7,0,Iuran Sampah,1,1965042798,130516,1964912282,0,Kebutuhan,Hemat
2024-07-04 07:48:00,7,1,Staycation Hotel,1,1964912282,1498038,1963414244,0,Keinginan,Hemat
2024-07-04 09:36:00,7,0,Iuran Sampah,1,1963414244,14924,1963399320,0,Kebutuhan,Hemat
2024-07-04 11:24:00,7,0,Air Galon,1,1963399320,284390,1963114930,0,Kebutuhan,Hemat
2024-07-04 13:12:00,7,0,Ganti Oli,1,1963114930,18687,1963096243,0,Kebutuhan,Hemat
2024-07-04 15:00:00,7,1,Peralatan Camping,1,1963096243,2532158,1960564085,0,Keinginan,Hemat
2024-07-04 16:48:00,7,0,Gaji Utama,0,1960564085,12402113,1972966198,1,Kebutuhan,Normal
2024-07-04 18:36:00,7,0,Indihome/Wifi,1,1972966198,239858,1972726340,0,Kebutuhan,Hemat
2024-07-04 20:24:00,7,0,Iuran Sampah,1,1972726340,166029,1972560311,0,Kebutuhan,Hemat
2024-07-04 22:12:00,7,0,Token Listrik,1,1972560311,143027,1972417284,0,Kebutuhan,Hemat
2024-07-05 00:00:00,7,0,Alat Mandi,1,1972417284,264885,1972152399,0,Kebutuhan,Hemat
2024-07-05 01:48:00,7,0,Insentif Projek,0,1972152399,7399977,1979552376,1,Kebutuhan,Normal
2024-07-05 03:36:00,7,0,Insentif Projek,0,1979552376,16309220,1995861596,1,Kebutuhan,Normal
2024-07-05 05:24:00,7,0,Indihome/Wifi,1,1995861596,116178,1995745418,0,Kebutuhan,Hemat
2024-07-05 07:12:00,7,0,Tiket Krl,1,1995745418,178645,1995566773,0,Kebutuhan,Hemat
